runIndex,timestamp,coldPayloadKB,coldRequests,cold_htmlDocumentKB,cold_jsPayloadKB,cold_apiPayloadKB,cold_cssPayloadKB,cold_staticAssetKB,warmNavigationMs,warmPayloadKB,warmRequests,warmCachedRequests,warmNetworkRequests,warmNetworkPayloadKB,warm_htmlDocumentKB,warm_jsPayloadKB,warm_apiPayloadKB,warm_cssPayloadKB,warm_staticAssetKB,warmTtfbMs,warmDomContentLoadedMs,warmTransferSizeBytes,cacheHitRate,payloadReductionPct
18,2026-04-01T05:09:30.217Z,1151.4,132,14.97,755.45,237.05,25.88,118.04,3217,169.4,134,6,128,169.4,0.4,0.7,16.93,0,151.37,0.09999999403953552,95.2000000178814,0,4.5,85.3
19,2026-04-01T05:09:39.227Z,1188.15,131,14.98,755.34,236.9,25.81,155.13,2663,92.58,130,6,124,92.58,0.47,0,17.5,0,74.61,0.09999999403953552,66.5,0,4.6,92.2
20,2026-04-01T05:09:48.229Z,1166.7,129,15.05,755.51,236.55,25.88,133.71,2174,91.1,123,6,117,91.1,0.47,0.69,16.75,0,73.19,0,65.09999999403954,0,4.9,92.2
21,2026-04-01T05:09:57.496Z,1625.05,145,14.98,755.57,236.99,25.85,591.65,1507,46.06,122,6,116,46.06,0.4,1.39,16.83,0,27.43,0,94.19999998807907,0,4.9,97.2
22,2026-04-01T05:10:06.271Z,1154.5,127,14.95,755.44,236.56,25.84,121.72,2580,227.92,129,6,123,227.92,0.4,2.74,16.91,0,207.87,0,84.7000000178814,0,4.7,80.3
23,2026-04-01T05:10:16.596Z,1209.44,134,14.98,755.52,236.65,25.88,176.42,2748,395.73,125,6,119,395.73,0.47,0.68,16.62,0,377.96,0,97.19999998807907,0,4.8,67.3
24,2026-04-01T05:10:26.137Z,1299.9,131,15.01,755.5,236.21,25.88,267.3,2916,64.34,124,6,118,64.34,0.4,1.36,17.28,0,45.3,0.09999999403953552,92.19999998807907,0,4.8,95.1
25,2026-04-01T05:10:35.577Z,1139.22,129,14.97,755.56,236.37,25.85,106.47,2445,144.99,127,6,121,144.99,0.4,0.69,17.2,0,126.7,0.09999999403953552,65.80000001192093,0,4.7,87.3
26,2026-04-01T05:10:46.287Z,1145.69,126,14.96,755.62,236.06,25.89,113.16,2906,122.63,128,6,122,122.63,0.4,0.68,16.71,0,104.84,0,155.09999999403954,0,4.7,89.3
27,2026-04-01T05:10:54.865Z,1145.54,133,14.97,755.56,236.47,25.9,112.65,1604,126.41,124,6,118,126.41,0.47,4.84,16.77,0,104.33,0,190.39999997615814,0,4.8,89
28,2026-04-01T05:11:05.024Z,1170.87,133,15,755.49,236.66,25.85,137.88,2854,199.91,131,6,125,199.91,0.4,2.05,16.87,0,180.59,0.10000002384185791,92.30000001192093,0,4.6,82.9
29,2026-04-01T05:11:18.100Z,1162.96,135,15.03,755.58,236.28,25.84,130.21,5116,14.37,120,6,114,14.37,0.47,2.73,11.18,0,0,0.09999999403953552,107.30000001192093,0,5,98.8
30,2026-04-01T05:11:29.656Z,1087.49,123,14.95,755.39,230.51,25.85,60.79,3121,325.79,128,6,122,325.79,0.47,1.38,16.75,0,307.19,0,58.20000001788139,0,4.7,70
31,2026-04-01T05:11:39.053Z,1231.42,133,14.99,755.58,236.98,25.83,198.03,2910,81.07,123,6,117,81.07,0.4,3.44,16.6,0,60.62,0.09999999403953552,65.30000001192093,0,4.9,93.4
32,2026-04-01T05:11:48.537Z,1116.04,128,14.95,755.51,236.8,25.88,82.89,2685,354.94,137,6,131,354.94,0.4,5.48,17.26,0,331.81,0.09999999403953552,104.2000000178814,0,4.4,68.2
33,2026-04-01T05:11:59.205Z,1931.36,145,14.97,755.53,236.73,25.8,898.32,3219,83.26,128,6,122,83.26,0.4,2.06,16.69,0,64.11,0,88.19999998807907,0,4.7,95.7
34,2026-04-01T05:12:11.306Z,1196.92,132,14.98,755.54,237.12,25.83,163.44,3272,93.13,129,6,123,93.13,0.47,3.4,16.57,0,72.7,0.09999999403953552,99.40000000596046,0,4.7,92.2
35,2026-04-01T05:12:22.264Z,1255.69,134,14.97,755.52,236.9,25.8,222.5,3451,294.17,129,6,123,294.17,0.4,0.68,16.94,0,276.14,0,148.80000001192093,0,4.7,76.6
36,2026-04-01T05:12:33.584Z,1184.6,129,14.94,755.4,236.35,25.9,152.02,3197,129.87,128,6,122,129.87,0.4,0.69,17.27,0,111.51,0,65.7999999821186,0,4.7,89
37,2026-04-01T05:12:43.469Z,1222.59,137,14.97,755.44,237.63,25.8,188.74,2400,71.06,123,6,117,71.06,0.4,3.41,17.74,0,49.51,0.09999999403953552,96.40000000596046,0,4.9,94.2
38,2026-04-01T05:12:55.373Z,1133,130,15.02,755.47,236.35,25.85,100.32,3444,62.64,125,6,119,62.64,0.4,1.36,17.28,0,43.6,0,96.5,0,4.8,94.5
39,2026-04-01T05:13:04.661Z,1195.08,138,15,755.47,236.91,25.79,161.89,2149,28.42,122,6,116,28.42,0.4,0.68,16.91,0,10.43,0,64.7000000178814,0,4.9,97.6
40,2026-04-01T05:13:15.111Z,1221.56,132,14.98,755.52,236.59,25.88,188.59,4023,409.25,141,6,135,409.25,0.4,0.68,17.16,0,391.01,0.09999999403953552,67,0,4.3,66.5
41,2026-04-01T05:13:24.640Z,1153.49,132,14.98,755.39,236.88,25.8,120.43,2545,296.14,132,6,126,296.14,0.4,0,16.69,0,279.05,0.09999999403953552,65.59999999403954,0,4.5,74.3
42,2026-04-01T05:13:33.659Z,1175.79,133,14.97,755.38,236.97,25.88,142.6,2141,139.84,124,6,118,139.84,0.47,0,16.98,0,122.39,0,66,0,4.8,88.1
43,2026-04-01T05:13:42.070Z,1135.46,128,15.02,755.42,236.37,25.88,102.77,1568,22.45,120,6,114,22.45,0.4,0.68,16.79,0,4.58,0,65.40000000596046,0,5,98
44,2026-04-01T05:13:53.153Z,1102.07,127,14.96,755.27,236.29,25.81,69.73,3269,23.5,121,6,115,23.5,0.4,1.36,16.84,0,4.9,0,98.19999998807907,0,5,97.9
45,2026-04-01T05:14:02.746Z,1205.13,131,14.99,755.42,236.68,25.8,172.25,2736,65.38,122,6,116,65.38,0.4,1.37,16.81,0,46.81,0,63.5,0,4.9,94.6
46,2026-04-01T05:14:12.842Z,1124.41,128,15.05,755.39,236.22,25.89,91.87,3207,87.43,123,6,117,87.43,0.47,0,17.9,0,69.07,0,65.7000000178814,0,4.9,92.2
47,2026-04-01T05:14:23.420Z,1195.37,136,15.06,755.56,236.58,25.88,162.29,2457,212.45,129,6,123,212.45,0.47,0,17.06,0,194.92,0,65,0,4.7,82.2
48,2026-04-01T05:14:32.120Z,1177.15,135,14.98,755.31,236.97,25.85,144.04,2134,218.59,137,6,131,218.59,0.4,0,17.25,0,200.95,0.09999999403953552,65.7000000178814,0,4.4,81.4
49,2026-04-01T05:14:43.038Z,1206.64,133,14.96,755.39,237.25,25.84,173.2,4021,40.99,124,6,118,40.99,0.4,0,16.69,0,23.9,0,68.69999998807907,0,4.8,96.6
50,2026-04-01T05:14:54.137Z,1125.17,130,14.98,755.47,236.54,25.89,92.3,4022,56.08,125,6,119,56.08,0.4,0,16.55,0,39.13,0.09999999403953552,65.80000001192093,0,4.8,95
