runIndex,resourceType,requestCount,sizeBytes,sizeKB,cachedCount
39,Stylesheet,4,62682,61.21,0
39,Script,76,580226,566.63,0
39,Font,2,45526,44.46,0
39,Other,4,32664,31.9,0
39,Image,1,1048,1.02,0
39,Fetch,6,107945,105.42,0
39,XHR,1,423,0.41,0
40,Document,2,18901,18.46,0
40,Script,76,580231,566.63,0
40,Stylesheet,4,62694,61.22,0
40,Font,2,45526,44.46,0
40,Other,4,32666,31.9,0
40,Image,1,1049,1.02,0
40,Fetch,7,108195,105.66,0
40,XHR,1,423,0.41,0
40,Ping,2,8618,8.42,0
40,Preflight,1,0,0,0
41,Document,2,18864,18.42,0
41,Script,76,580198,566.6,0
41,Stylesheet,4,62683,61.21,0
41,Font,2,45526,44.46,0
41,Other,4,32663,31.9,0
41,Image,1,1049,1.02,0
41,Fetch,6,107930,105.4,0
41,XHR,1,423,0.41,0
42,Document,2,18870,18.43,0
42,Script,76,580101,566.5,0
42,Stylesheet,4,62667,61.2,0
42,Font,2,45526,44.46,0
42,Other,4,32663,31.9,0
42,Image,1,1048,1.02,0
42,Fetch,7,108187,105.65,0
42,XHR,1,423,0.41,0
42,Ping,2,8606,8.4,0
42,Preflight,1,0,0,0
43,Document,2,18944,18.5,0
43,Script,76,580220,566.62,0
43,Stylesheet,4,62642,61.17,0
43,Font,2,45526,44.46,0
43,Other,4,32661,31.9,0
43,Image,1,1048,1.02,0
43,Fetch,6,107938,105.41,0
43,XHR,1,423,0.41,0
44,Document,2,18845,18.4,0
44,Script,76,580142,566.54,0
44,Stylesheet,4,62682,61.21,0
44,Font,2,45526,44.46,0
44,Other,4,32665,31.9,0
44,Image,1,1049,1.02,0
44,Fetch,7,108206,105.67,0
44,XHR,1,423,0.41,0
44,Ping,2,8620,8.42,0
44,Preflight,1,0,0,0
45,Document,2,18854,18.41,0
45,Script,76,580208,566.61,0
45,Stylesheet,4,62638,61.17,0
45,Font,2,45526,44.46,0
45,Other,4,32666,31.9,0
45,Image,1,1049,1.02,0
45,Fetch,7,108203,105.67,0
45,XHR,1,423,0.41,0
45,Ping,2,8615,8.41,0
45,Preflight,1,0,0,0
46,Document,2,18952,18.51,0
46,Script,76,580240,566.64,0
46,Stylesheet,4,62688,61.22,0
46,Font,2,45526,44.46,0
46,Other,4,32661,31.9,0
46,Image,1,1049,1.02,0
46,Fetch,6,107930,105.4,0
46,XHR,1,423,0.41,0
47,Document,2,18896,18.45,0
47,Script,76,580237,566.64,0
47,Stylesheet,4,62684,61.21,0
47,Font,2,45526,44.46,0
47,Other,4,32661,31.9,0
47,Image,1,1049,1.02,0
47,Fetch,7,108202,105.67,0
47,XHR,1,423,0.41,0
47,Ping,2,8618,8.42,0
47,Preflight,1,0,0,0
48,Document,2,18849,18.41,0
48,Script,76,580188,566.59,0
48,Stylesheet,4,62683,61.21,0
48,Font,2,45526,44.46,0
48,Other,4,32667,31.9,0
48,Image,1,1049,1.02,0
48,Fetch,6,107927,105.4,0
48,XHR,1,423,0.41,0
49,Document,2,18886,18.44,0
