scenario,scenarioLabel,throttlingProfile,throttlingLabel,requiresAuth,runIndex,timestamp,navigationDurationMs,browserFcpMs,browserLcpMs,ttfbMs,domContentLoadedMs,domInteractiveMs,loadEventMs,redirectTimeMs,dnsLookupMs,tcpConnectMs,tlsNegotiationMs,transferSizeBytes,decodedBodySizeBytes,encodedBodySizeBytes,jsHeapUsedSizeMB,jsHeapTotalSizeMB,scriptDurationMs,taskDurationMs,layoutDurationMs,totalPayloadKB,totalPayloadBytes,totalRequests,htmlDocumentKB,htmlDocumentRequests,jsPayloadKB,jsRequests,apiPayloadKB,apiRequests,cssPayloadKB,cssRequests,staticAssetKB,staticAssetRequests,lh_performanceScore,lh_fcpMs,lh_lcpMs,lh_ttiMs,lh_tbtMs,lh_cls,lh_speedIndex,lh_serverResponseTime
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,39,2026-04-01T05:47:54.446Z,3881,792.5,,89.09999999403954,1031,789.4000000059605,1042.7000000178814,0,111.30000001192093,103.5,53.099999994039536,13233,40143,12933,12.66,19.05,97.25,282.26,19.42,865.74,886513,104,17.34,2,575.55,77,106.07,8,72.35,6,86,8,80,173.312,208.186,217.376,0,0.4664657738095238,170,97.712
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,40,2026-04-01T05:47:59.071Z,2485,740.3000000119209,,79.19999998807907,1017,736.5999999940395,1025.0999999940395,0,37.30000001192093,109.90000000596046,68.90000000596046,13233,40143,12933,11.64,19.05,75.08,246.13,19.81,857,877567,100,17.35,2,575.52,77,105.81,7,72.36,6,85.96,8,100,397.31,397.31,1359.153,4.242999999999938,0.00396577380952381,395,299.849
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,41,2026-04-01T05:48:03.890Z,2681,885.1999999880791,,134.2999999821186,1258.9000000059605,872.7999999821186,1272.0999999940395,0,33.400000005960464,96.39999997615814,51.29999998211861,13231,40141,12931,11.55,19.3,81.81,267.7,20.4,857.03,877594,100,17.35,2,575.47,77,105.8,7,72.38,6,86.02,8,100,343.52,343.52,387.498,0,0.00396577380952381,340,246.47
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,42,2026-04-01T05:48:08.505Z,2466,743.7000000178814,,93.09999999403954,989.2000000178814,740.4000000059605,998.5,0,38.900000005960464,95.80000001192093,50.5,13233,40143,12933,11.67,19.05,75.59,243.7,20.18,857.12,877691,100,17.37,2,575.48,77,105.81,7,72.44,6,86.01,8,80,180.056,214.3,223.588,0,0.4664657738095238,175,107.349
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,43,2026-04-01T05:48:13.186Z,2529,786.6999999880791,,96.09999999403954,1073.0999999940395,773.7999999821186,1083,0,53.5,99.89999997615814,50.39999997615814,13233,40143,12933,11.64,19.05,82.79,255.44,20.19,857,877572,100,17.35,2,575.53,77,105.81,7,72.36,6,85.96,8,100,195.366,195.366,237.338,0,0.00396577380952381,192,115.15
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,44,2026-04-01T05:48:17.772Z,2429,754.1999999880791,,97.7999999821186,971.3000000119209,747.5999999940395,980,0,33,96.59999999403954,49.89999997615814,13231,40141,12931,11.69,18.8,77.22,261.64,19.18,857.02,877586,100,17.33,2,575.49,77,105.82,7,72.36,6,86.01,8,100,168.015,168.015,211.277,0,0.00396577380952381,162,97.193
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,45,2026-04-01T05:48:22.597Z,2703,972.1999999880791,,262.7000000178814,1218.199999988079,969.3000000119209,1227.199999988079,0,34.400000005960464,153.7999999821186,56.900000005960464,13235,40145,12935,11.66,19.05,75.75,250.69,19.51,857.06,877631,100,17.36,2,575.52,77,105.81,7,72.36,6,86.02,8,100,231.533,231.533,376.421,0,0.00396577380952381,226,146.609
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,46,2026-04-01T05:48:28.274Z,3542,1874.9000000059605,,111.90000000596046,2206.7000000178814,1871.9000000059605,2222,0,1112,110.5,60,13233,40143,12933,11.54,19.3,83.31,252.84,19.33,857.13,877706,100,17.36,2,575.57,77,105.82,7,72.37,6,86.02,8,100,173.831,173.831,735.3959999694824,1.0499999694824282,0.00396577380952381,164,101.318
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,47,2026-04-01T05:48:35.315Z,4894,1450.199999988079,,159.40000000596046,1806.5999999940395,1437.0999999940395,1821.5999999940395,0,101.19999998807907,366.90000000596046,322.59999999403954,13231,40141,12931,10.17,19.8,112.16,315.74,20.72,865.9,886677,104,17.35,2,575.56,77,106.05,8,72.44,6,86.08,8,100,228.408,228.408,271.945,0,0.00396577380952381,221,142.569
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,48,2026-04-01T05:48:41.504Z,4040,817.8000000119209,,278.5,1169.9000000059605,814.5,1184.4000000059605,0,33.5,89.80000001192093,45.60000002384186,13233,40143,12933,12.72,19.05,101.64,295.47,20.09,865.9,886681,104,17.41,2,575.48,77,106.07,8,72.45,6,86.07,8,100,180.983,180.983,853.697,8.248000000000047,0.00396577380952381,177,106.392
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,49,2026-04-01T05:48:46.215Z,2572,829.1000000238419,,105.10000002384186,1153.9000000059605,797.5,1168.300000011921,0,56.599999994039536,118.90000000596046,61.099999994039536,13233,40143,12933,11.56,19.05,82.86,272.63,19.55,857.25,877829,100,17.41,2,575.54,77,105.82,7,72.4,6,86.08,8,100,192.258,192.258,877.124,2.2730000000000246,0.00396577380952381,188,110.833
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,50,2026-04-01T05:48:52.183Z,3816,758.4000000059605,,103.7000000178814,1072.5,750.5,1088.199999988079,0,31.900000005960464,94.5,49.30000001192093,13231,40141,12931,12.77,19.05,100.61,295.19,19.72,865.88,886660,104,17.44,2,575.5,77,106.08,8,72.44,6,86.01,8,80,173.209,208.209,811.218,1.2690000000000055,0.4664657738095238,169,100.20400000000001
